X,Camera_folder,Species,DateTimeOriginal,Date,Time,delta.time.secs,delta.time.mins,delta.time.hours,delta.time.days,Directory,FileName,n_images,Camera,Phase,Foxlight,Dog_Presence
30511,Cam09_Phase3_FoxN,LYRU,2/10/2019 19:24,2019-02-10,19:24:46,0,0,0,0,master_cam_photos/Cam09_Phase3_FoxN/LYRU,02100211.JPG,1,Cam09,Phase3,FoxN,N
30593,Cam09_Phase4_FoxY,Dogs,2/21/2019 23:35,2019-02-21,23:35:26,0,0,0,0,master_cam_photos/Cam09_Phase4_FoxY/Dogs,02210439.JPG,1,Cam09,Phase4,FoxY,Y
31422,Cam09_Phase8_FoxY,Dogs,10/13/2019 1:49,2019-10-13,1:49:04,0,0,0,0,master_cam_photos/Cam09_Phase8_FoxY/Dogs,01020178.JPG,1,Cam09,Phase8,FoxY,Y
31424,Cam09_Phase8_FoxY,Dogs,10/16/2019 11:58,2019-10-16,11:58:53,295305,4921.8,82,3.4,master_cam_photos/Cam09_Phase8_FoxY/Dogs,01060359.JPG,1,Cam09,Phase8,FoxY,Y
31425,Cam09_Phase8_FoxY,Dogs,10/19/2019 10:25,2019-10-19,10:25:40,253607,4226.8,70.4,2.9,master_cam_photos/Cam09_Phase8_FoxY/Dogs,01090090.JPG,1,Cam09,Phase8,FoxY,Y
31426,Cam09_Phase8_FoxY,Dogs,10/25/2019 1:32,2019-10-25,1:32:26,486406,8106.8,135.1,5.6,master_cam_photos/Cam09_Phase8_FoxY/Dogs,01140674.JPG,1,Cam09,Phase8,FoxY,Y
31427,Cam09_Phase8_FoxY,LYRU,11/8/2019 10:27,2019-11-08,10:27:28,0,0,0,0,master_cam_photos/Cam09_Phase8_FoxY/LYRU,01290686.JPG,1,Cam09,Phase8,FoxY,Y
31428,Cam09_Phase8_FoxY,LYRU,11/14/2019 11:02,2019-11-14,11:02:58,520530,8675.5,144.6,6,master_cam_photos/Cam09_Phase8_FoxY/LYRU,02040700.JPG,1,Cam09,Phase8,FoxY,Y
31787,Cam09_Phase9_FoxN,LYRU,12/14/2019 11:35,2019-12-14,11:35:17,0,0,0,0,master_cam_photos/Cam09_Phase9_FoxN/LYRU,12140601.JPG,1,Cam09,Phase9,FoxN,N
31789,Cam09_Phase9_FoxN,LYRU,12/18/2019 7:34,2019-12-18,7:34:19,331140,5519,92,3.8,master_cam_photos/Cam09_Phase9_FoxN/LYRU,12180627.JPG,1,Cam09,Phase9,FoxN,N
31791,Cam09_Phase9_FoxN,LYRU,12/18/2019 8:02,2019-12-18,8:02:07,1667,27.8,0.5,0,master_cam_photos/Cam09_Phase9_FoxN/LYRU,12180629.JPG,1,Cam09,Phase9,FoxN,N
31793,Cam09_Phase9_FoxN,LYRU,12/21/2019 14:32,2019-12-21,14:32:20,282610,4710.2,78.5,3.3,master_cam_photos/Cam09_Phase9_FoxN/LYRU,12210663.JPG,1,Cam09,Phase9,FoxN,N
31980,Cam10_Phase1_FoxY,LYRU,10/23/2018 16:20,2018-10-23,16:20:19,0,0,0,0,master_cam_photos/Cam10_Phase1_FoxY/LYRU,10230031.JPG,1,Cam10,Phase1,FoxY,N
32368,Cam10_Phase3_FoxY,LYRU,2/14/2019 17:06,2019-02-14,17:06:56,0,0,0,0,master_cam_photos/Cam10_Phase3_FoxY/LYRU,02140431.JPG,1,Cam10,Phase3,FoxY,N
32669,Cam10_Phase4_FoxN,Dogs,2/23/2019 18:44,2019-02-23,18:44:41,0,0,0,0,master_cam_photos/Cam10_Phase4_FoxN/Dogs,02230700.JPG,1,Cam10,Phase4,FoxN,Y
32686,Cam10_Phase4_FoxN,LYRU,2/19/2019 11:36,2019-02-19,11:36:33,0,0,0,0,master_cam_photos/Cam10_Phase4_FoxN/LYRU,02190490.JPG,1,Cam10,Phase4,FoxN,Y
35995,Cam10_Phase6_FoxN,Dogs,8/27/2019 18:30,2019-08-27,18:30:36,0,0,0,0,master_cam_photos/Cam10_Phase6_FoxN/Dogs,08270163.JPG,1,Cam10,Phase6,FoxN,Y
35998,Cam10_Phase6_FoxN,LYRU,7/12/2019 23:45,2019-07-12,23:45:38,0,0,0,0,master_cam_photos/Cam10_Phase6_FoxN/LYRU,07120413.JPG,1,Cam10,Phase6,FoxN,Y
35999,Cam10_Phase6_FoxN,LYRU,7/17/2019 0:21,2019-07-17,0:21:52,347774,5796.2,96.6,4,master_cam_photos/Cam10_Phase6_FoxN/LYRU,07170759.JPG,1,Cam10,Phase6,FoxN,Y
36001,Cam10_Phase6_FoxN,LYRU,8/2/2019 4:07,2019-08-02,4:07:32,1395939,23265.7,387.8,16.2,master_cam_photos/Cam10_Phase6_FoxN/LYRU,08020642.JPG,1,Cam10,Phase6,FoxN,Y
36004,Cam10_Phase6_FoxN,LYRU,8/2/2019 5:09,2019-08-02,5:09:44,3722,62,1,0,master_cam_photos/Cam10_Phase6_FoxN/LYRU,08020646.JPG,1,Cam10,Phase6,FoxN,Y
36007,Cam10_Phase6_FoxN,LYRU,8/13/2019 4:18,2019-08-13,4:18:35,947316,15788.6,263.1,11,master_cam_photos/Cam10_Phase6_FoxN/LYRU,08130884.JPG,1,Cam10,Phase6,FoxN,Y
36011,Cam10_Phase6_FoxN,LYRU,8/14/2019 21:35,2019-08-14,21:35:07,148445,2474.1,41.2,1.7,master_cam_photos/Cam10_Phase6_FoxN/LYRU,08140904.JPG,1,Cam10,Phase6,FoxN,Y
36012,Cam10_Phase6_FoxN,LYRU,8/15/2019 23:17,2019-08-15,23:17:36,92549,1542.5,25.7,1.1,master_cam_photos/Cam10_Phase6_FoxN/LYRU,08150916.JPG,1,Cam10,Phase6,FoxN,Y
36258,Cam10_Phase7_FoxY,LYRU,9/12/2019 19:24,2019-09-12,19:24:17,0,0,0,0,master_cam_photos/Cam10_Phase7_FoxY/LYRU,09120023.JPG,1,Cam10,Phase7,FoxY,N
36259,Cam10_Phase7_FoxY,LYRU,9/12/2019 20:15,2019-09-12,20:15:52,3095,51.6,0.9,0,master_cam_photos/Cam10_Phase7_FoxY/LYRU,09120025.JPG,1,Cam10,Phase7,FoxY,N
36741,Cam11_Phase1_FoxN,LYRU,10/21/2018 11:48,2018-10-21,11:48:00,0,0,0,0,master_cam_photos/Cam11_Phase1_FoxN/LYRU,10210028.JPG,1,Cam11,Phase1,FoxN,Y
36745,Cam11_Phase1_FoxN,LYRU,10/22/2018 15:49,2018-10-22,15:49:33,100867,1681.1,28,1.2,master_cam_photos/Cam11_Phase1_FoxN/LYRU,10220048.JPG,1,Cam11,Phase1,FoxN,Y
36747,Cam11_Phase1_FoxN,LYRU,10/25/2018 17:24,2018-10-25,17:24:16,264882,4414.7,73.6,3.1,master_cam_photos/Cam11_Phase1_FoxN/LYRU,10250062.JPG,1,Cam11,Phase1,FoxN,Y
36749,Cam11_Phase1_FoxN,LYRU,10/26/2018 21:51,2018-10-26,21:51:07,102410,1706.8,28.4,1.2,master_cam_photos/Cam11_Phase1_FoxN/LYRU,10260080.JPG,1,Cam11,Phase1,FoxN,Y
36750,Cam11_Phase1_FoxN,LYRU,11/13/2018 16:16,2018-11-13,16:16:03,1535096,25584.9,426.4,17.8,master_cam_photos/Cam11_Phase1_FoxN/LYRU,11130220.JPG,1,Cam11,Phase1,FoxN,Y
36752,Cam11_Phase1_FoxN,LYRU,11/17/2018 15:59,2018-11-17,15:59:49,344625,5743.8,95.7,4,master_cam_photos/Cam11_Phase1_FoxN/LYRU,11170238.JPG,1,Cam11,Phase1,FoxN,Y
36753,Cam11_Phase1_FoxN,LYRU,11/18/2018 10:46,2018-11-18,10:46:15,67586,1126.4,18.8,0.8,master_cam_photos/Cam11_Phase1_FoxN/LYRU,11180240.JPG,1,Cam11,Phase1,FoxN,Y
36754,Cam11_Phase1_FoxN,LYRU,11/19/2018 14:32,2018-11-19,14:32:55,1.00E+05,1666.7,27.8,1.2,master_cam_photos/Cam11_Phase1_FoxN/LYRU,11190242.JPG,1,Cam11,Phase1,FoxN,Y
36757,Cam11_Phase1_FoxN,LYRU,11/21/2018 2:12,2018-11-21,2:12:15,128218,2137,35.6,1.5,master_cam_photos/Cam11_Phase1_FoxN/LYRU,11210246.JPG,1,Cam11,Phase1,FoxN,Y
36759,Cam11_Phase1_FoxN,LYRU,12/6/2018 14:08,2018-12-06,14:08:46,1338990,22316.5,371.9,15.5,master_cam_photos/Cam11_Phase1_FoxN/LYRU,12060258.JPG,1,Cam11,Phase1,FoxN,Y
36785,Cam11_Phase2_FoxY,Dogs,12/20/2018 8:06,2018-12-20,8:06:31,0,0,0,0,master_cam_photos/Cam11_Phase2_FoxY/Dogs,12200428.JPG,1,Cam11,Phase2,FoxY,Y
36786,Cam11_Phase2_FoxY,Dogs,12/20/2018 23:46,2018-12-20,23:46:44,56413,940.2,15.7,0.7,master_cam_photos/Cam11_Phase2_FoxY/Dogs,12200520.JPG,1,Cam11,Phase2,FoxY,Y
36790,Cam11_Phase2_FoxY,Dogs,12/22/2018 8:39,2018-12-22,8:39:53,118331,1972.2,32.9,1.4,master_cam_photos/Cam11_Phase2_FoxY/Dogs,12220640.JPG,1,Cam11,Phase2,FoxY,Y
36792,Cam11_Phase2_FoxY,Dogs,12/23/2018 8:25,2018-12-23,8:25:53,85559,1426,23.8,1,master_cam_photos/Cam11_Phase2_FoxY/Dogs,12230756.JPG,1,Cam11,Phase2,FoxY,Y
37416,Cam11_Phase3_FoxN,LYRU,1/24/2019 16:11,2019-01-24,16:11:24,0,0,0,0,master_cam_photos/Cam11_Phase3_FoxN/LYRU,01240293.JPG,1,Cam11,Phase3,FoxN,N
37431,Cam11_Phase4_FoxY,Dogs,2/22/2019 14:09,2019-02-22,14:09:30,0,0,0,0,master_cam_photos/Cam11_Phase4_FoxY/Dogs,02220075.JPG,1,Cam11,Phase4,FoxY,Y
37433,Cam11_Phase4_FoxY,Dogs,2/24/2019 19:53,2019-02-24,19:53:05,193414,3223.6,53.7,2.2,master_cam_photos/Cam11_Phase4_FoxY/Dogs,02240101.JPG,1,Cam11,Phase4,FoxY,Y
37435,Cam11_Phase4_FoxY,Dogs,3/21/2019 11:28,2019-03-21,11:28:23,2129717,35495.3,591.6,24.7,master_cam_photos/Cam11_Phase4_FoxY/Dogs,03210175.JPG,1,Cam11,Phase4,FoxY,Y
37437,Cam11_Phase4_FoxY,Dogs,3/21/2019 16:16,2019-03-21,16:16:43,17299,288.3,4.8,0.2,master_cam_photos/Cam11_Phase4_FoxY/Dogs,03210273.JPG,1,Cam11,Phase4,FoxY,Y
37440,Cam11_Phase4_FoxY,LYRU,2/27/2019 22:54,2019-02-27,22:54:35,0,0,0,0,master_cam_photos/Cam11_Phase4_FoxY/LYRU,02270107.JPG,1,Cam11,Phase4,FoxY,Y
37441,Cam11_Phase4_FoxY,LYRU,3/11/2019 18:40,2019-03-11,18:40:44,1021569,17026.2,283.8,11.8,master_cam_photos/Cam11_Phase4_FoxY/LYRU,03110123.JPG,1,Cam11,Phase4,FoxY,Y
37949,Cam12_Phase1_FoxY,LYRU,11/27/2018 18:02,2018-11-27,18:02:34,0,0,0,0,master_cam_photos/Cam12_Phase1_FoxY/LYRU,11270846.JPG,1,Cam12,Phase1,FoxY,N
37954,Cam12_Phase2_FoxN,Dogs,12/21/2018 0:01,2018-12-21,0:01:36,0,0,0,0,master_cam_photos/Cam12_Phase2_FoxN/Dogs,12210027.JPG,1,Cam12,Phase2,FoxN,Y
37956,Cam12_Phase2_FoxN,LYRU,12/13/2018 17:31,2018-12-13,17:31:23,0,0,0,0,master_cam_photos/Cam12_Phase2_FoxN/LYRU,12130001.JPG,1,Cam12,Phase2,FoxN,Y
37957,Cam12_Phase2_FoxN,LYRU,12/26/2018 12:57,2018-12-26,12:57:15,1106752,18445.9,307.4,12.8,master_cam_photos/Cam12_Phase2_FoxN/LYRU,12260167.JPG,1,Cam12,Phase2,FoxN,Y
37958,Cam12_Phase2_FoxN,LYRU,12/31/2018 18:57,2018-12-31,18:57:12,453597,7560,126,5.2,master_cam_photos/Cam12_Phase2_FoxN/LYRU,12310223.JPG,1,Cam12,Phase2,FoxN,Y
38100,Cam12_Phase4_FoxN,LYRU,2/18/2019 18:16,2019-02-18,18:16:22,0,0,0,0,master_cam_photos/Cam12_Phase4_FoxN/LYRU,02180031.JPG,1,Cam12,Phase4,FoxN,N
38107,Cam12_Phase4_FoxN,LYRU,2/27/2019 21:43,2019-02-27,21:43:07,789898,13165,219.4,9.1,master_cam_photos/Cam12_Phase4_FoxN/LYRU,02270059.JPG,1,Cam12,Phase4,FoxN,N
